Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A MapReduce-based distributed and scalable framework for stitching of satellite mosaic images","Arabian Journal of Geosciences","","14","18","10.1007/s12517-021-07500-w","Süleyman EkenAhmet Sayar","2021","http://link.springer.com/article/10.1007/s12517-021-07500-w","Article"
"A Roadmap for HEP Software and Computing R&D for the 2020s","Computing and Software for Big Science","","3","1","10.1007/s41781-018-0018-8","Johannes AlbrechtAntonio Augusto Alves JrGuilherme AmadioGiuseppe AndronicoNguyen Anh-KyLaurent AphecetcheJohn ApostolakisMakoto AsaiLuca AtzoriMarian BabikGiuseppe BagliesiMarilena BandieramonteSunanda BanerjeeMartin BarisitsLothar A. T. BauerdickStefano Belforte","2019","http://link.springer.com/article/10.1007/s41781-018-0018-8","Article"
"An asynchronous and task-based implementation of peridynamics utilizing HPX—the C++ standard library for parallelism and concurrency","SN Applied Sciences","","2","12","10.1007/s42452-020-03784-x","Patrick DiehlPrashant K. JhaHartmut KaiserRobert LiptonMartin Lévesque","2020","http://link.springer.com/article/10.1007/s42452-020-03784-x","Article"
"Structured mesh-oriented framework design and optimization for a coarse-grained parallel CFD solver based on hybrid MPI/OpenMP programming","The Journal of Supercomputing","","76","4","10.1007/s11227-019-03063-6","Feng HeXiaoshe DongNianjun ZouWeiguo WuXingjun Zhang","2020","http://link.springer.com/article/10.1007/s11227-019-03063-6","Article"
"A methodology for speeding up matrix vector multiplication for single/multi-core architectures","The Journal of Supercomputing","","71","7","10.1007/s11227-015-1409-9","Vasilios KelefourasAngeliki KritikakouElissavet PapadimaCostas Goutis","2015","http://link.springer.com/article/10.1007/s11227-015-1409-9","Article"
"On the use of models for high-performance scientific computing applications: an experience report","Software & Systems Modeling","","17","1","10.1007/s10270-016-0518-0","Ileana OberMarc PalyartJean-Michel BruelDavid Lugato","2018","http://link.springer.com/article/10.1007/s10270-016-0518-0","Article"
"GridFOR: A Domain Specific Language for Parallel Grid-Based Applications","International Journal of Parallel Programming","","44","3","10.1007/s10766-014-0348-z","Ye WangZhiyuan Li","2016","http://link.springer.com/article/10.1007/s10766-014-0348-z","Article"
"Mapping techniques in multicore processors: current and future trends","The Journal of Supercomputing","","77","8","10.1007/s11227-021-03650-6","Manjari GuptaLava BhargavaS. Indu","2021","http://link.springer.com/article/10.1007/s11227-021-03650-6","Article"
"Self-tuning serverless task farming using proactive elasticity control","Cluster Computing","","24","2","10.1007/s10586-020-03158-3","Stefan KehrerDominik ZietlowJochen ScheffoldWolfgang Blochinger","2021","http://link.springer.com/article/10.1007/s10586-020-03158-3","Article"
"CRFs based parallel biomedical named entity recognition algorithm employing MapReduce framework","Cluster Computing","","18","2","10.1007/s10586-015-0426-z","Zhuo TangLingang JiangLi YangKenli LiKeqin Li","2015","http://link.springer.com/article/10.1007/s10586-015-0426-z","Article"
"Fast implementation of area integral model SART algorithm based on look-up table","Cluster Computing","","22","6","10.1007/s10586-018-2533-0","Shunli ZhangGuohua GengZhan LiYuhe Zhang","2019","http://link.springer.com/article/10.1007/s10586-018-2533-0","Article"
"The evolution of distributed computing systems: from fundamental to new frontiers","Computing","","103","8","10.1007/s00607-020-00900-y","Dominic LindsaySukhpal Singh GillDaria SmirnovaPeter Garraghan","2021","http://link.springer.com/article/10.1007/s00607-020-00900-y","Article"
"A survey: ICT enabled energy efficiency techniques for big data applications","Cluster Computing","","23","2","10.1007/s10586-019-02958-6","Sumedha AroraAnju Bala","2020","http://link.springer.com/article/10.1007/s10586-019-02958-6","Article"
"A fast scalable distributed kriging algorithm using Spark framework","International Journal of Data Science and Analytics","","10","3","10.1007/s41060-020-00215-3","Chandan MisraSourangshu BhattacharyaSoumya K. Ghosh","2020","http://link.springer.com/article/10.1007/s41060-020-00215-3","Article"
"SMOaaS: a Scalable Matrix Operation as a Service model in Cloud","The Journal of Supercomputing","","77","4","10.1007/s11227-020-03400-0","KC UjjwalSudheer Kumar BattulaSaurabh GargRanesh Kumar NahaMd Anwarul Kaium PatwaryAlexander Brown","2021","http://link.springer.com/article/10.1007/s11227-020-03400-0","Article"
"Unimem: Runtime Data Management on Non-Volatile Memory-Based Heterogeneous Main Memory for High Performance Computing","Journal of Computer Science and Technology","","36","1","10.1007/s11390-020-0942-z","Kai WuDong Li","2021","http://link.springer.com/article/10.1007/s11390-020-0942-z","Article"
"Guest Editors’ Comments","Journal of Signal Processing Systems","","54","1 - 3","10.1007/s11265-008-0259-6","Feng LinMalini Olivo","2009","http://link.springer.com/article/10.1007/s11265-008-0259-6","Article"
"Exploiting dynamic transaction queue size in scalable memory systems","Soft Computing","","22","6","10.1007/s00500-016-2470-x","Mario Donato MarinoTien-Hsiung WengKuan-Ching Li","2018","http://link.springer.com/article/10.1007/s00500-016-2470-x","Article"
"Accelerating DES and AES Algorithms for a Heterogeneous Many-core Processor","International Journal of Parallel Programming","","49","3","10.1007/s10766-021-00692-4","Biao XingDanDan WangYongquan YangZhiqiang WeiJiajing WuCuihua He","2021","http://link.springer.com/article/10.1007/s10766-021-00692-4","Article"
"HAT: history-based auto-tuning MapReduce in heterogeneous environments","The Journal of Supercomputing","","64","3","10.1007/s11227-011-0682-5","Quan ChenMinyi GuoQianni DengLong ZhengSong GuoYao Shen","2013","http://link.springer.com/article/10.1007/s11227-011-0682-5","Article"
"Optimizing virtual machine placement in IaaS data centers: taxonomy, review and open issues","Cluster Computing","","23","2","10.1007/s10586-019-02954-w","Hamid TalebianAbdullah GaniMehdi SookhakAhmed Abdelaziz AbdelatifAbdullah YousafzaiAthanasios V. VasilakosFei Richard Yu","2020","http://link.springer.com/article/10.1007/s10586-019-02954-w","Article"
"Method of binary search for image elements of functionally defined objects using graphics processing units","Optoelectronics, Instrumentation and Data Processing","","50","6","10.3103/S8756699014060090","S. I. Vyatkin","2014","http://link.springer.com/article/10.3103/S8756699014060090","Article"
"Acquisition of High Spatial and Spectral Resolution Video with a Hybrid Camera System","International Journal of Computer Vision","","110","2","10.1007/s11263-013-0690-4","Chenguang MaXun CaoXin TongQionghai DaiStephen Lin","2014","http://link.springer.com/article/10.1007/s11263-013-0690-4","Article"
"EANM’16","European Journal of Nuclear Medicine and Molecular Imaging","","43","1","10.1007/s00259-016-3484-4","","2016","http://link.springer.com/article/10.1007/s00259-016-3484-4","Article"
"Parallel synchronous and asynchronous coupled simulated annealing","The Journal of Supercomputing","","74","6","10.1007/s11227-018-2327-4","Kayo Gonçalves-e-SilvaDaniel AloiseSamuel Xavier-de-Souza","2018","http://link.springer.com/article/10.1007/s11227-018-2327-4","Article"
"An improved segmentation algorithm of CT image based on U-Net network and attention mechanism","Multimedia Tools and Applications","","","","10.1007/s11042-021-10841-z","Jin YangKai Qiu","2021","http://link.springer.com/article/10.1007/s11042-021-10841-z","Article"
"Efficient computation of motif discovery on Intel Many Integrated Core (MIC) Architecture","BMC Bioinformatics","","19","9","10.1186/s12859-018-2276-1","Shaoliang PengMinxia ChengKaiwen HuangYingBo CuiZhiqiang ZhangRunxin GuoXiaoyu ZhangShunyun YangXiangke LiaoYutong LuQuan ZouBenyun Shi","2018","http://link.springer.com/article/10.1186/s12859-018-2276-1","Article"
"Deep Arm/Ear-ECG Image Learning for Highly Wearable Biometric Human Identification","Annals of Biomedical Engineering","","46","1","10.1007/s10439-017-1944-z","Qingxue ZhangDian Zhou","2018","http://link.springer.com/article/10.1007/s10439-017-1944-z","Article"
"pocl: A Performance-Portable OpenCL Implementation","International Journal of Parallel Programming","","43","5","10.1007/s10766-014-0320-y","Pekka JääskeläinenCarlos Sánchez de La LamaErik SchnetterKalle RaiskilaJarmo TakalaHeikki Berg","2015","http://link.springer.com/article/10.1007/s10766-014-0320-y","Article"
"Advances in Databases and Information Systems","Information Systems Frontiers","","20","1","10.1007/s10796-017-9819-2","Ladjel BellatrechePatrick ValduriezTadeusz Morzy","2018","http://link.springer.com/article/10.1007/s10796-017-9819-2","Article"
"Challenges and possible approaches: towards the petaflops computers","Frontiers of Computer Science in China","","3","3","10.1007/s11704-009-0022-6","Depei QianDanfeng Zhu","2009","http://link.springer.com/article/10.1007/s11704-009-0022-6","Article"
"Towards predicting GPGPU performance for concurrent workloads in Multi-GPGPU environment","Cluster Computing","","23","3","10.1007/s10586-020-03105-2","Sunggon KimDongwhan KimYongseok SonHyeonsang Eom","2020","http://link.springer.com/article/10.1007/s10586-020-03105-2","Article"
"A survey on data analysis on large-Scale wireless networks: online stream processing, trends, and challenges","Journal of Internet Services and Applications","","11","1","10.1186/s13174-020-00127-2","Dianne S. V. MedeirosHelio N. Cunha NetoMartin Andreoni LopezLuiz Claudio S. MagalhãesNatalia C. FernandesAlex B. VieiraEdelberto F. SilvaDiogo M. F. Mattos","2020","http://link.springer.com/article/10.1186/s13174-020-00127-2","Article"
"Legal Risk Management","Informatik-Spektrum","","39","2","10.1007/s00287-016-0962-9","","2016","http://link.springer.com/article/10.1007/s00287-016-0962-9","Article"
"Parallel technology for numerical modeling of fluid dynamics problems by high-accuracy algorithms","Computational Mathematics and Mathematical Physics","","55","4","10.1134/S0965542515040065","A. V. Gorobets","2015","http://link.springer.com/article/10.1134/S0965542515040065","Article"
"Modeling of a method of parallel hierarchical transformation for fast recognition of dynamic images","EURASIP Journal on Advances in Signal Processing","","2013","1","10.1186/1687-6180-2013-87","Leonid I. TimchenkoNataliya I. KokryatskayaViktoriya V. Shpakovych","2013","http://link.springer.com/article/10.1186/1687-6180-2013-87","Article"
"Optimizing inter-nest data locality in imperfect stencils based on loop blocking","The Journal of Supercomputing","","74","10","10.1007/s11227-018-2443-1","Yousef SeyfariShahriar LotfiJaber Karimpour","2018","http://link.springer.com/article/10.1007/s11227-018-2443-1","Article"
"Intelligent and independent processes for overcoming big graphs","The Journal of Supercomputing","","73","4","10.1007/s11227-016-1834-4","Masoud SagharichianHassan Naderi","2017","http://link.springer.com/article/10.1007/s11227-016-1834-4","Article"
"Parallelizing Convolutional Neural Networks for Action Event Recognition in Surveillance Videos","International Journal of Parallel Programming","","45","4","10.1007/s10766-016-0451-4","Qicong WangJinhao ZhaoDingxi GongYehu ShenMaozhen LiYunqi Lei","2017","http://link.springer.com/article/10.1007/s10766-016-0451-4","Article"
"Combining metaheuristics with mathematical programming, constraint programming and machine learning","4OR","","11","2","10.1007/s10288-013-0242-3","El-Ghazali Talbi","2013","http://link.springer.com/article/10.1007/s10288-013-0242-3","Article"
"Solving Dynamic Programming Problems on a Computational Grid","Computational Economics","","45","2","10.1007/s10614-014-9419-x","Yongyang CaiKenneth L. JuddGreg ThainStephen J. Wright","2015","http://link.springer.com/article/10.1007/s10614-014-9419-x","Article"
"A review of parallel computing for large-scale remote sensing image mosaicking","Cluster Computing","","18","2","10.1007/s10586-015-0422-3","Lajiao ChenYan MaPeng LiuJingbo WeiWei JieJijun He","2015","http://link.springer.com/article/10.1007/s10586-015-0422-3","Article"
"From latex specifications to parallel codes","The Journal of Supercomputing","","64","1","10.1007/s11227-012-0797-3","Alejandro AcostaFrancisco AlmeidaIgnacio Peláez","2013","http://link.springer.com/article/10.1007/s11227-012-0797-3","Article"
"A semantics comparison workbench for a concurrent, asynchronous, distributed programming language","Formal Aspects of Computing","","30","1","10.1007/s00165-017-0443-1","Claudio CorrodiAlexander HeußnerChristopher M. Poskitt","2018","http://link.springer.com/article/10.1007/s00165-017-0443-1","Article"
"MapReduce for parallel trace validation of LTL properties","Journal of Cloud Computing","","4","1","10.1186/s13677-015-0032-x","Sylvain HalléMaxime Soucy-Boivin","2015","http://link.springer.com/article/10.1186/s13677-015-0032-x","Article"
"ParDSL: a domain-specific language framework for supporting deployment of parallel algorithms","Software & Systems Modeling","","18","5","10.1007/s10270-018-00705-w","Bedir TekinerdoganEthem Arkin","2019","http://link.springer.com/article/10.1007/s10270-018-00705-w","Article"
"Canny edge detection and Hough transform for high resolution video streams using Hadoop and Spark","Cluster Computing","","23","1","10.1007/s10586-019-02929-x","Bilal IqbalWaheed IqbalNazar KhanArif MahmoodAbdelkarim Erradi","2020","http://link.springer.com/article/10.1007/s10586-019-02929-x","Article"
